CS(COMM) 2024/27678,Hon. Justice Rajesh Patel,"March 10-15, 2026",Breach of Service Agreement and Service Quality Issues,ServiceOne Ltd.,Kapoor & Associates,TechWorks Ltd.,Kapoor & Associates,Service Agreement,,Whether TechWorks failed to provide services as per agreed quality standards.,ServiceOne alleges poor service quality by TechWorks.,TechWorks denies the breach, claiming all services met standards.,Compensation for service quality issues and an injunction for future compliance.
CS(COMM) 2024/28123,Hon. Justice Anil Mehta,"March 20-25, 2026",Dispute Over Franchise Agreement and Misuse of Proprietary Systems,FranchiseMax Ltd.,Deshmukh & Associates,FoodPlus Ltd.,Deshmukh & Associates,Franchise Agreement,,Whether FoodPlus misused proprietary systems in violation of the franchise agreement.,FranchiseMax claims proprietary system misuse by FoodPlus.,FoodPlus denies the allegations, stating all usage was approved.,Injunction against misuse of proprietary systems and compensation for damages.
CS(COMM) 2024/28678,Hon. Justice Arvind Sharma,"April 1-5, 2026",Breach of Technology Licensing Agreement and Patent Violation,NextGen Tech Ltd.,Singh & Associates,FutureTech Innovations Ltd.,Singh & Associates,Licensing Agreement,,Whether FutureTech Innovations violated patents through unauthorized use.,NextGen Tech alleges patent infringement by FutureTech.,FutureTech denies the breach, asserting all technology use was licensed.,Permanent injunction against patent infringement and compensation for damages.
CS(COMM) 2024/29123,Hon. Justice Sandeep Gupta,"April 10-15, 2026",Dispute Over Service Agreement and Non-Compliance,ServiceTech Ltd.,Rao & Associates,ProServe Ltd.,Rao & Associates,Service Agreement,,Whether ProServe failed to comply with service agreement terms.,ServiceTech claims non-compliance by ProServe.,ProServe denies the breach, claiming all terms were met.,Compensation for non-compliance and an injunction for future adherence.
CS(COMM) 2024/29678,Hon. Justice Priya Sharma,"April 20-25, 2026",Breach of Licensing Agreement and Unauthorized Sales,TechWise Ltd.,Kapoor & Associates,DataCorp Ltd.,Kapoor & Associates,Licensing Agreement,,Whether DataCorp engaged in unauthorized sales of licensed technology.,TechWise claims unauthorized sales by DataCorp.,DataCorp denies the breach, asserting all sales were within licensed terms.,Injunction against unauthorized sales and compensation for damages.
CS(COMM) 2024/30123,Hon. Justice Neha Kapoor,"May 1-5, 2026",Dispute Over Franchise Agreement and Financial Mismanagement,FastFood International Ltd.,Rao & Associates,EatWell Ltd.,Rao & Associates,Franchise Agreement,,Whether EatWell mismanaged finances under the franchise agreement.,FastFood claims financial mismanagement by EatWell.,EatWell denies the allegations, asserting proper financial practices.,Compensation for financial losses and an injunction for future compliance.
CS(COMM) 2024/30678,Hon. Justice Arun Patel,"May 10-15, 2026",Breach of Licensing Agreement and Unauthorized Redistribution,CreativeTech Ltd.,Singh & Associates,TechNova Ltd.,Singh & Associates,Licensing Agreement,,Whether TechNova redistributed licensed technology without authorization.,CreativeTech claims unauthorized redistribution by TechNova.,TechNova denies the breach, asserting all redistribution was authorized.,Permanent injunction against unauthorized redistribution and compensation for damages.
CS(COMM) 2024/31123,Hon. Justice Anita Sharma,"May 20-25, 2026",Dispute Over Service Agreement and Failure to Deliver,ServicePlus Ltd.,Deshmukh & Associates,TechSolutions Ltd.,Deshmukh & Associates,Service Agreement,,Whether TechSolutions failed to deliver services as agreed.,ServicePlus claims non-delivery of services by TechSolutions.,TechSolutions denies the breach, stating all services were delivered.,Compensation for non-delivery and an injunction for future compliance.
CS(COMM) 2024/31678,Hon. Justice Ravi Kumar,"June 1-5, 2026",Breach of Sales Agreement and Delivery of Defective Goods,GoodsPro Ltd.,Kapoor & Co.,MarketLink Ltd.,Kapoor & Co.,Sales Agreement,,Whether MarketLink delivered defective goods under the sales agreement.,GoodsPro claims defects in the delivered goods.,MarketLink denies the breach, asserting all goods were delivered in proper condition.,Compensation for defective goods and an injunction against future defects.
CS(COMM) 2024/32123,Hon. Justice Pooja Gupta,"June 10-15, 2026",Dispute Over Franchise Agreement and Violation of Branding Standards,BrandMax Ltd.,Singh & Associates,LocalEats Ltd.,Singh & Associates,Franchise Agreement,,Whether LocalEats violated branding standards under the franchise agreement.,BrandMax claims branding violations by LocalEats.,LocalEats denies the allegations, stating all branding was within agreement terms.,Injunction against further branding violations and compensation for damages.
CS(COMM) 2024/32678,Hon. Justice Kiran Patel,"June 20-25, 2026",Breach of Technology Licensing Agreement and Patent Misuse,InnovateLtd.,Nair & Co.,FutureTech Ltd.,Nair & Co.,Licensing Agreement,,Whether FutureTech misused patents under the technology licensing agreement.,InnovateLtd. alleges patent misuse by FutureTech.,FutureTech denies the breach, asserting all patent usage was licensed.,Permanent injunction against patent misuse and compensation for damages.
CS(COMM) 2024/33123,Hon. Justice Sunil Mehta,"July 1-5, 2026",Dispute Over Service Contract and Inadequate Service Delivery,TechMasters Ltd.,Deshmukh & Associates,ServicePro Ltd.,Deshmukh & Associates,Service Contract,,Whether ServicePro failed to deliver adequate services under the service contract.,TechMasters claims inadequate service delivery by ServicePro.,ServicePro denies the breach, claiming all services were delivered as per contract.,Compensation for inadequate services and an injunction for future adherence.
CS(COMM) 2024/33678,Hon. Justice Nisha Sharma,"July 10-15, 2026",Breach of Franchise Agreement and Unauthorized Marketing Campaigns,FranchiseCorp Ltd.,Rao & Associates,Foodies Ltd.,Rao & Associates,Franchise Agreement,,Whether Foodies conducted unauthorized marketing campaigns.,FranchiseCorp claims unauthorized marketing by Foodies.,Foodies denies the breach, asserting all marketing was within agreement terms.,Injunction against unauthorized marketing and compensation for damages.
CS(COMM) 2024/34123,Hon. Justice Mohan Rao,"July 20-25, 2026",Dispute Over Licensing Agreement and Failure to Adhere to Terms,TechWorld Ltd.,Kapoor & Co.,DataVision Ltd.,Kapoor & Co.,Licensing Agreement,,Whether DataVision failed to adhere to terms of the licensing agreement.,TechWorld claims non-compliance by DataVision.,DataVision denies the breach, asserting adherence to terms.,Compensation for non-compliance and an injunction for future adherence.
CS(COMM) 2024/34678,Hon. Justice Rekha Gupta,"August 1-5, 2026",Breach of Sales Agreement and Delivery Issues,MarketPro Ltd.,Singh & Associates,TradeWorks Ltd.,Singh & Associates,Sales Agreement,,Whether TradeWorks caused delivery issues under the sales agreement.,MarketPro claims delivery issues by TradeWorks.,TradeWorks denies the breach, stating all deliveries were timely.,Compensation for delivery issues and an injunction for future compliance.
CS(COMM) 2024/35123,Hon. Justice Anil Kumar,"August 10-15, 2026",Dispute Over Service Agreement and Quality Deficiencies,ServiceX Ltd.,Deshmukh & Associates,TechSolutions Ltd.,Deshmukh & Associates,Service Agreement,,Whether TechSolutions failed to meet quality standards under the service agreement.,ServiceX claims quality deficiencies by TechSolutions.,TechSolutions denies the breach, asserting all services met standards.,Compensation for quality deficiencies and an injunction for future compliance.
CS(COMM) 2024/35678,Hon. Justice Priti Sharma,"August 20-25, 2026",Breach of Technology Licensing Agreement and Unauthorized Use,TechXcel Ltd.,Kapoor & Co.,InnovativeTech Ltd.,Kapoor & Co.,Licensing Agreement,,Whether InnovativeTech used technology beyond the licensed scope.,TechXcel claims unauthorized use by InnovativeTech.,InnovativeTech denies the breach, stating all technology use was within agreement terms.,Permanent injunction against unauthorized use and compensation for damages.
CS(COMM) 2024/36123,Hon. Justice Sandeep Patel,"September 1-5, 2026",Dispute Over Franchise Agreement and Breach of Contract Terms,FranchisePro Ltd.,Singh & Associates,FoodChain Ltd.,Singh & Associates,Franchise Agreement,,Whether FoodChain breached contract terms under the franchise agreement.,FranchisePro claims breach of contract by FoodChain.,FoodChain denies the allegations, asserting all terms were followed.,Compensation for breach and an injunction for future compliance.
CS(COMM) 2024/36678,Hon. Justice Kavita Gupta,"September 10-15, 2026",Breach of Sales Agreement and Deficient Product Quality,GoodsWorld Ltd.,Rao & Associates,ProductMasters Ltd.,Rao & Associates,Sales Agreement,,Whether ProductMasters delivered products of deficient quality.,GoodsWorld claims product deficiencies by ProductMasters.,ProductMasters denies the breach, asserting all products were delivered as per quality standards.,Compensation for deficient products and an injunction against future defects.
CS(COMM) 2024/37123,Hon. Justice Neeraj Sharma,"September 20-25, 2026",Dispute Over Licensing Agreement and Unauthorized Modifications,TechAdvantage Ltd.,Deshmukh & Associates,DataGen Ltd.,Deshmukh & Associates,Licensing Agreement,,Whether DataGen made unauthorized modifications to licensed technology.,TechAdvantage claims unauthorized modifications by DataGen.,DataGen denies the breach, stating all modifications were authorized.,Injunction against further modifications and compensation for damages.
CS(COMM) 2024/37678,Hon. Justice Manish Patel,"October 1-5, 2026",Breach of Service Agreement and Inadequate Performance,ServiceMax Ltd.,Kapoor & Co.,TechGenius Ltd.,Kapoor & Co.,Service Agreement,,Whether TechGenius failed to perform as per the service agreement.,ServiceMax claims inadequate performance by TechGenius.,TechGenius denies the breach, claiming all performance metrics were met.,Compensation for inadequate performance and an injunction for future compliance.
CS(COMM) 2024/38123,Hon. Justice Aarti Sharma,"October 10-15, 2026",Dispute Over Franchise Agreement and Misuse of Proprietary Systems,FranchiseCorp Ltd.,Nair & Co.,LocalEats Ltd.,Nair & Co.,Franchise Agreement,,Whether LocalEats misused proprietary systems under the franchise agreement.,FranchiseCorp claims misuse of systems by LocalEats.,LocalEats denies the allegations, asserting all systems were used as per agreement.,Injunction against misuse and compensation for damages.
CS(COMM) 2024/38678,Hon. Justice Rajeev Gupta,"October 20-25, 2026",Breach of Licensing Agreement and Unauthorized Use of Patented Technology,TechSolutions Ltd.,Singh & Associates,FutureTech Ltd.,Singh & Associates,Licensing Agreement,,Whether FutureTech used patented technology without authorization.,TechSolutions claims unauthorized use of patents by FutureTech.,FutureTech denies the breach, stating all technology use was licensed.,Permanent injunction against patent misuse and compensation for damages.
CS(COMM) 2024/39123,Hon. Justice Deepak Sharma,"November 1-5, 2026",Dispute Over Service Agreement and Non-Compliance,ServicePlus Ltd.,Deshmukh & Associates,TechPartners Ltd.,Deshmukh & Associates,Service Agreement,,Whether TechPartners failed to comply with service agreement terms.,ServicePlus claims non-compliance by TechPartners.,TechPartners denies the breach, asserting all terms were met.,Compensation for non-compliance and an injunction for future adherence.
CS(COMM) 2024/39678,Hon. Justice Vikas Patel,"November 10-15, 2026",Breach of Sales Agreement and Delivery Delays,MarketPlus Ltd.,Kapoor & Co.,TradeLink Ltd.,Kapoor & Co.,Sales Agreement,,Whether TradeLink caused delivery delays under the sales agreement.,MarketPlus claims delivery delays by TradeLink.,TradeLink denies the breach, stating all deliveries were made on time.,Compensation for delivery delays and an injunction for future compliance.
CS(COMM) 2024/40123,Hon. Justice Sunita Sharma,"November 20-25, 2026",Dispute Over Licensing Agreement and Unauthorized Modifications,TechVantage Ltd.,Rao & Associates,DataCorp Ltd.,Rao & Associates,Licensing Agreement,,Whether DataCorp made unauthorized modifications to licensed technology.,TechVantage claims unauthorized modifications by DataCorp.,DataCorp denies the breach, asserting all modifications were within agreement terms.,Injunction against further modifications and compensation for damages.
CS(COMM) 2024/40678,Hon. Justice Arvind Gupta,"December 1-5, 2026",Breach of Franchise Agreement and Misuse of Brand Name,BrandTech Ltd.,Deshmukh & Associates,LocalFoods Ltd.,Deshmukh & Associates,Franchise Agreement,,Whether LocalFoods misused the BrandTech brand name.,BrandTech claims brand name misuse by LocalFoods.,LocalFoods denies the breach, asserting all brand usage was within agreement terms.,Injunction against brand name misuse and compensation for damages.
CS(COMM) 2024/41123,Hon. Justice Rakesh Sharma,"December 10-15, 2026",Dispute Over Service Contract and Inadequate Service Quality,ServiceMax Ltd.,Singh & Associates,TechPro Ltd.,Singh & Associates,Service Contract,,Whether TechPro failed to provide services of adequate quality.,ServiceMax claims inadequate service quality by TechPro.,TechPro denies the breach, stating all services met quality standards.,Compensation for service deficiencies and an injunction for future adherence.
CS(COMM) 2024/41678,Hon. Justice Ruchi Gupta,"December 20-25, 2026",Breach of Licensing Agreement and Unauthorized Use of Proprietary Technology,InnovateTech Ltd.,Kapoor & Co.,FutureVision Ltd.,Kapoor & Co.,Licensing Agreement,,Whether FutureVision used proprietary technology without authorization.,InnovateTech claims unauthorized use by FutureVision.,FutureVision denies the breach, asserting all technology use was licensed.,Permanent injunction against unauthorized use and compensation for damages.
CS(COMM) 2024/42123,Hon. Justice Priya Patel,"January 1-5, 2027",Dispute Over Franchise Agreement and Breach of Operational Standards,FranchisePro Ltd.,Nair & Co.,FoodWorks Ltd.,Nair & Co.,Franchise Agreement,,Whether FoodWorks breached operational standards under the franchise agreement.,FranchisePro claims operational breaches by FoodWorks.,FoodWorks denies the allegations, stating all operational standards were met.,Injunction against operational breaches and compensation for damages.
CS(COMM) 2024/42678,Hon. Justice Harshit Gupta,"January 10-15, 2027",Breach of Sales Agreement and Defective Goods,GoodsPro Ltd.,Singh & Associates,TradeMasters Ltd.,Singh & Associates,Sales Agreement,,Whether TradeMasters delivered defective goods under the sales agreement.,GoodsPro claims defects in the delivered goods.,TradeMasters denies the breach, asserting all goods were delivered in proper condition.,Compensation for defective goods and an injunction against future defects.
CS(COMM) 2024/43123,Hon. Justice Neeraj Sharma,"January 20-25, 2027",Dispute Over Service Agreement and Failure to Meet Terms,ServiceTech Ltd.,Deshmukh & Associates,TechSolutions Ltd.,Deshmukh & Associates,Service Agreement,,Whether TechSolutions failed to meet terms of the service agreement.,ServiceTech claims failure to meet terms by TechSolutions.,TechSolutions denies the breach, asserting all terms were met.,Compensation for failure to meet terms and an injunction for future compliance.
CS(COMM) 2024/43678,Hon. Justice Ritu Sharma,"February 1-5, 2027",Breach of Technology Licensing Agreement and Unauthorized Use,TechGenius Ltd.,Kapoor & Co.,InnovativeTech Ltd.,Kapoor & Co.,Licensing Agreement,,Whether InnovativeTech used licensed technology beyond the agreed terms.,TechGenius claims unauthorized use of technology by InnovativeTech.,InnovativeTech denies the breach, stating all technology use was within the agreement terms.,Permanent injunction against unauthorized use and compensation for damages.
CS(COMM) 2024/44123,Hon. Justice Vikram Patel,"February 10-15, 2027",Dispute Over Franchise Agreement and Misuse of Proprietary Technology,FranchiseCorp Ltd.,Singh & Associates,Foodies Ltd.,Singh & Associates,Franchise Agreement,,Whether Foodies misused proprietary technology under the franchise agreement.,FranchiseCorp claims misuse of technology by Foodies.,Foodies denies the breach, asserting all technology use was as per the agreement.,Injunction against technology misuse and compensation for damages.
CS(COMM) 2024/44678,Hon. Justice Aarti Gupta,"February 20-25, 2027",Breach of Sales Agreement and Delivery Delays,MarketLink Ltd.,Kapoor & Co.,TradeWorld Ltd.,Kapoor & Co.,Sales Agreement,,Whether TradeWorld caused delivery delays under the sales agreement.,MarketLink claims delivery delays by TradeWorld.,TradeWorld denies the breach, stating all deliveries were timely.,Compensation for delivery delays and an injunction for future compliance.
CS(COMM) 2024/45123,Hon. Justice Arun Sharma,"March 1-5, 2027",Dispute Over Licensing Agreement and Unauthorized Modifications,TechXcel Ltd.,Deshmukh & Associates,DataVision Ltd.,Deshmukh & Associates,Licensing Agreement,,Whether DataVision made unauthorized modifications to licensed technology.,TechXcel claims unauthorized modifications by DataVision.,DataVision denies the breach, asserting all modifications were authorized.,Injunction against further modifications and compensation for damages.
CS(COMM) 2024/45678,Hon. Justice Kiran Sharma,"March 10-15, 2027",Breach of Service Agreement and Inadequate Performance,ServiceTech Ltd.,Rao & Associates,TechGenius Ltd.,Rao & Associates,Service Agreement,,Whether TechGenius failed to meet performance standards under the service agreement.,ServiceTech claims inadequate performance by TechGenius.,TechGenius denies the breach, asserting all performance metrics were met.,Compensation for inadequate performance and an injunction for future compliance.
CS(COMM) 2024/46123,Hon. Justice Priya Mehta,"March 20-25, 2027",Dispute Over Franchise Agreement and Unauthorized Use of Brand,FranchisePro Ltd.,Kapoor & Co.,FoodTech Ltd.,Kapoor & Co.,Franchise Agreement,,Whether FoodTech used the FranchisePro brand without authorization.,FranchisePro claims unauthorized brand use by FoodTech.,FoodTech denies the breach, stating all brand usage was within agreement terms.,Injunction against brand misuse and compensation for damages.
CS(COMM) 2024/46678,Hon. Justice Sunil Gupta,"April 1-5, 2027",Breach of Technology Licensing Agreement and Unauthorized Redistribution,TechInnovate Ltd.,Singh & Associates,FutureVision Ltd.,Singh & Associates,Licensing Agreement,,Whether FutureVision redistributed licensed technology without authorization.,TechInnovate claims unauthorized redistribution by FutureVision.,FutureVision denies the breach, asserting all redistribution was authorized.,Permanent injunction against unauthorized redistribution and compensation for damages.
CS(COMM) 2024/47123,Hon. Justice Rakesh Patel,"April 10-15, 2027",Dispute Over Service Contract and Failure to Deliver,ServiceMax Ltd.,Deshmukh & Associates,TechWorks Ltd.,Deshmukh & Associates,Service Contract,,Whether TechWorks failed to deliver services under the service contract.,ServiceMax claims non-delivery of services by TechWorks.,TechWorks denies the breach, asserting all services were delivered.,Compensation for non-delivery and an injunction for future compliance.
CS(COMM) 2024/47678,Hon. Justice Anita Gupta,"April 20-25, 2027",Breach of Sales Agreement and Quality Issues,MarketPro Ltd.,Nair & Co.,TradeLink Ltd.,Nair & Co.,Sales Agreement,,Whether TradeLink delivered goods with quality issues.,MarketPro claims quality issues in the delivered goods.,TradeLink denies the breach, asserting all goods were delivered in proper condition.,Compensation for quality issues and an injunction for future adherence.
CS(COMM) 2024/48123,Hon. Justice Pooja Patel,"May 1-5, 2027",Dispute Over Licensing Agreement and Unauthorized Modifications,TechGenius Ltd.,Kapoor & Co.,DataGen Ltd.,Kapoor & Co.,Licensing Agreement,,Whether DataGen made unauthorized modifications to licensed technology.,TechGenius claims unauthorized modifications by DataGen.,DataGen denies the breach, asserting all modifications were authorized.,Injunction against further modifications and compensation for damages.
CS(COMM) 2024/48678,Hon. Justice Rajeev Gupta,"May 10-15, 2027",Breach of Franchise Agreement and Unauthorized Use of Branding,FranchiseCorp Ltd.,Deshmukh & Associates,LocalFoods Ltd.,Deshmukh & Associates,Franchise Agreement,,Whether LocalFoods used FranchiseCorp branding without authorization.,FranchiseCorp claims unauthorized use of branding by LocalFoods.,LocalFoods denies the breach, stating all branding usage was within agreement terms.,Permanent injunction against branding misuse and compensation for damages.
CS(COMM) 2024/49123,Hon. Justice Neeraj Mehta,"May 20-25, 2027",Dispute Over Service Agreement and Failure to Meet Standards,ServiceLink Ltd.,Singh & Associates,TechSolutions Ltd.,Singh & Associates,Service Agreement,,Whether TechSolutions failed to meet service standards.,ServiceLink claims failure to meet standards by TechSolutions.,TechSolutions denies the breach, asserting all service standards were met.,Compensation for failure to meet standards and an injunction for future adherence.
CS(COMM) 2024/49678,Hon. Justice Suman Patel,"June 1-5, 2027",Breach of Licensing Agreement and Unauthorized Use of Technology,TechAdvance Ltd.,Kapoor & Co.,InnovativeTech Ltd.,Kapoor & Co.,Licensing Agreement,,Whether InnovativeTech used licensed technology beyond agreed terms.,TechAdvance claims unauthorized use by InnovativeTech.,InnovativeTech denies the breach, asserting all technology use was within the agreement terms.,Permanent injunction against unauthorized use and compensation for damages.
CS(COMM) 2024/50123,Hon. Justice Ritu Mehta,"June 10-15, 2027",Dispute Over Franchise Agreement and Inadequate Operational Compliance,FranchisePro Ltd.,Nair & Co.,FoodWorks Ltd.,Nair & Co.,Franchise Agreement,,Whether FoodWorks failed to comply with operational standards.,FranchisePro claims inadequate compliance by FoodWorks.,FoodWorks denies the breach, asserting all operational standards were met.,Injunction against non-compliance and compensation for damages.
CS(COMM) 2024/50678,Hon. Justice Vikram Mehta,"June 20-25, 2027",Breach of Sales Agreement and Delivery Issues,MarketPlus Ltd.,Deshmukh & Associates,TradeMasters Ltd.,Deshmukh & Associates,Sales Agreement,,Whether TradeMasters caused delivery issues under the sales agreement.,MarketPlus claims delivery issues by TradeMasters.,TradeMasters denies the breach, asserting all deliveries were timely.,Compensation for delivery issues and an injunction for future adherence.
CS(COMM) 2024/51123,Hon. Justice Harshit Sharma,"July 1-5, 2027",Dispute Over Service Contract and Performance Issues,ServiceMax Ltd.,Kapoor & Co.,TechPro Ltd.,Kapoor & Co.,Service Contract,,Whether TechPro failed to meet performance metrics under the service contract.,ServiceMax claims inadequate performance by TechPro.,TechPro denies the breach, asserting all performance metrics were met.,Compensation for inadequate performance and an injunction for future compliance.
CS(COMM) 2024/51678,Hon. Justice Sunita Mehta,"July 10-15, 2027",Breach of Technology Licensing Agreement and Unauthorized Redistribution,TechWorld Ltd.,Singh & Associates,DataCorp Ltd.,Singh & Associates,Licensing Agreement,,Whether DataCorp redistributed licensed technology without authorization.,TechWorld claims unauthorized redistribution by DataCorp.,DataCorp denies the breach, asserting all redistribution was authorized.,Permanent injunction against unauthorized redistribution and compensation for damages.
CS(COMM) 2024/52123,Hon. Justice Priya Sharma,"July 20-25, 2027",Dispute Over Franchise Agreement and Unauthorized Use of Proprietary Technology,FranchiseCorp Ltd.,Rao & Associates,FoodTech Ltd.,Rao & Associates,Franchise Agreement,,Whether FoodTech used FranchiseCorp proprietary technology without authorization.,FranchiseCorp claims unauthorized use by FoodTech.,FoodTech denies the breach, asserting all technology use was licensed.,Permanent injunction against unauthorized use and compensation for damages.
CS(COMM) 2024/52678,Hon. Justice Aarti Sharma,"August 1-5, 2027",Breach of Service Agreement and Failure to Meet Terms,ServiceTech Ltd.,Nair & Co.,TechWorks Ltd.,Nair & Co.,Service Agreement,,Whether TechWorks failed to meet service terms under the service agreement.,ServiceTech claims failure to meet terms by TechWorks.,TechWorks denies the breach, asserting all terms were met.,Compensation for failure to meet terms and an injunction for future compliance.
CS(COMM) 2024/53123,Hon. Justice Rajeev Mehta,"August 10-15, 2027",Dispute Over Sales Agreement and Defective Goods,MarketPro Ltd.,Singh & Associates,TradeLink Ltd.,Singh & Associates,Sales Agreement,,Whether TradeLink delivered defective goods under the sales agreement.,MarketPro claims defects in the delivered goods.,TradeLink denies the breach, asserting all goods were delivered in proper condition.,Compensation for defective goods and an injunction for future adherence.
CS(COMM) 2024/53678,Hon. Justice Arun Patel,"August 20-25, 2027",Breach of Licensing Agreement and Unauthorized Modifications,TechGenius Ltd.,Deshmukh & Associates,InnovativeTech Ltd.,Deshmukh & Associates,Licensing Agreement,,Whether InnovativeTech made unauthorized modifications to licensed technology.,TechGenius claims unauthorized modifications by InnovativeTech.,InnovativeTech denies the breach, asserting all modifications were authorized.,Injunction against further modifications and compensation for damages.
CS(COMM) 2024/54123,Hon. Justice Rakesh Mehta,"September 1-5, 2027",Dispute Over Service Agreement and Failure to Meet Standards,ServicePlus Ltd.,Kapoor & Co.,TechWorks Ltd.,Kapoor & Co.,Service Agreement,,Whether TechWorks failed to meet service standards.,ServicePlus claims failure to meet standards by TechWorks.,TechWorks denies the breach, asserting all service standards were met.,Compensation for failure to meet standards and an injunction for future adherence.
CS(COMM) 2024/54678,Hon. Justice Kiran Patel,"September 10-15, 2027",Breach of Sales Agreement and Delivery Delays,MarketLink Ltd.,Deshmukh & Associates,TradeMasters Ltd.,Deshmukh & Associates,Sales Agreement,,Whether TradeMasters caused delivery delays under the sales agreement.,MarketLink claims delivery delays by TradeMasters.,TradeMasters denies the breach, asserting all deliveries were timely.,Compensation for delivery delays and an injunction for future compliance.
CS(COMM) 2024/55123,Hon. Justice Anita Patel,"September 20-25, 2027",Dispute Over Franchise Agreement and Unauthorized Branding,FranchiseCorp Ltd.,Singh & Associates,FoodWorks Ltd.,Singh & Associates,Franchise Agreement,,Whether FoodWorks used FranchiseCorp branding without authorization.,FranchiseCorp claims unauthorized branding use by FoodWorks.,FoodWorks denies the breach, asserting all branding usage was within agreement terms.,Permanent injunction against branding misuse and compensation for damages.
CS(COMM) 2024/55678,Hon. Justice Pooja Mehta,"October 1-5, 2027",Breach of Technology Licensing Agreement and Unauthorized Use,TechAdvance Ltd.,Deshmukh & Associates,InnovativeTech Ltd.,Deshmukh & Associates,Licensing Agreement,,Whether InnovativeTech used licensed technology beyond the agreed terms.,TechAdvance claims unauthorized use by InnovativeTech.,InnovativeTech denies the breach, asserting all technology use was within the agreement terms.,Permanent injunction against unauthorized use and compensation for damages.
CS(COMM) 2024/56123,Hon. Justice Priya Gupta,"October 10-15, 2027",Dispute Over Service Contract and Performance Issues,ServicePlus Ltd.,Kapoor & Co.,TechGenius Ltd.,Kapoor & Co.,Service Contract,,Whether TechGenius failed to meet performance standards.,ServicePlus claims inadequate performance by TechGenius.,TechGenius denies the breach, asserting all performance metrics were met.,Compensation for inadequate performance and an injunction for future compliance.
CS(COMM) 2024/56678,Hon. Justice Sunita Patel,"October 20-25, 2027",Breach of Franchise Agreement and Misuse of Brand,FranchisePro Ltd.,Nair & Co.,FoodTech Ltd.,Nair & Co.,Franchise Agreement,,Whether FoodTech misused the FranchisePro brand.,FranchisePro claims brand misuse by FoodTech.,FoodTech denies the breach, asserting all brand usage was as per agreement terms.,Injunction against brand misuse and compensation for damages.
CS(COMM) 2024/57123,Hon. Justice Harshit Mehta,"November 1-5, 2027",Dispute Over Licensing Agreement and Unauthorized Modifications,TechWorld Ltd.,Deshmukh & Associates,DataGen Ltd.,Deshmukh & Associates,Licensing Agreement,,Whether DataGen made unauthorized modifications to licensed technology.,TechWorld claims unauthorized modifications by DataGen.,DataGen denies the breach, asserting all modifications were authorized.,Injunction against further modifications and compensation for damages.
CS(COMM) 2024/57678,Hon. Justice Rakesh Gupta,"November 10-15, 2027",Breach of Service Agreement and Inadequate Performance,ServiceLink Ltd.,Kapoor & Co.,TechPro Ltd.,Kapoor & Co.,Service Agreement,,Whether TechPro failed to meet performance standards.,ServiceLink claims inadequate performance by TechPro.,TechPro denies the breach, asserting all performance metrics were met.,Compensation for inadequate performance and an injunction for future compliance.
